Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
21931_3#210,"Scaffold: Velvet + Improvement",6313507,22,286977.59,1712458,762631,3,699752,4,511787,5,396565,7,247549,9,398,22,227,2152248,2145002,7246,2152248,,324989448,323895302,320239507,151,151,35.8,474.2,85.1
21931_3#211,"Scaffold: Velvet + Improvement",6355870,31,205028.06,1387132,699752,4,512268,5,470841,6,261699,8,201252,10,317,31,1,2428648,2421088,7560,2428648,,366725848,365584288,361837322,151,151,35.9,473.3,79.3
21931_3#212,"Scaffold: Velvet + Improvement",6254261,30,208475.37,1138061,700161,4,511285,5,510647,6,396454,8,203804,10,308,30,300,2433086,2425330,7756,2433086,,367395986,366224830,362285491,151,151,35.9,475.2,84.3
21931_3#213,"Scaffold: Velvet + Improvement",6354735,26,244412.88,1611785,773138,3,699752,4,512812,5,396233,6,201252,9,317,26,334,1938636,1932074,6562,1938636,,292734036,291743174,288394595,151,151,35.7,466.9,81.1
21931_3#214,"Scaffold: Velvet + Improvement",6356566,32,198642.69,1341767,529737,4,513001,5,396886,7,272518,9,233217,11,308,32,17,2247314,2240275,7039,2247314,,339344414,338281525,334561569,151,151,35.8,475.1,80.1
21931_3#215,"Scaffold: Velvet + Improvement",6348677,28,226738.46,1138061,702304,4,510996,5,423845,7,342066,8,268440,10,308,28,79,2267584,2260695,6889,2267584,,342405184,341364945,337776668,151,151,35.9,472.8,80.9
21931_3#216,"Scaffold: Velvet + Improvement",6349172,27,235154.52,1138061,529721,4,429365,6,396978,7,265089,9,157452,13,308,27,201,2041732,2035167,6565,2041732,,308301532,307310217,303979342,151,151,35.8,471.3,79.0
21931_3#217,"Scaffold: Velvet + Improvement",6352246,26,244317.15,1143760,753303,4,516283,5,396195,7,339934,8,201252,11,308,26,76,2252394,2245819,6575,2252394,,340111494,339118669,335558661,151,151,35.9,462.3,80.4
21931_3#218,"Scaffold: Velvet + Improvement",6312922,27,233811.93,1341538,622976,4,529695,5,511283,6,424760,8,252765,10,308,27,242,2097884,2088873,9011,2097884,,316780484,315419823,311267730,151,151,35.5,488.5,99.1
21931_3#219,"Scaffold: Velvet + Improvement",6313446,28,225480.21,1138061,755856,4,511577,5,483007,6,266882,8,127415,11,317,28,394,2387170,2379885,7285,2387170,,360462670,359362635,355545231,151,151,35.8,470.4,80.5
21931_3#220,"Scaffold: Velvet + Improvement",6348149,30,211604.97,1138061,700160,4,511272,5,510738,6,396635,8,181567,10,308,30,1,2294078,2286759,7319,2294078,,346405778,345300609,341649499,151,151,35.7,478.7,82.9
21931_3#221,"Scaffold: Velvet + Improvement",6353576,28,226913.43,1238930,842264,3,702304,4,425183,6,265130,7,231091,10,308,28,147,2208938,2201976,6962,2208938,,333549638,332498376,328800828,151,151,35.8,475.8,88.5
21931_3#222,"Scaffold: Velvet + Improvement",6352398,28,226871.36,1137768,699752,4,508423,5,396615,7,337195,8,203804,11,308,28,1,2151994,2145592,6402,2151994,,324951094,323984392,320601017,151,151,35.8,471.6,82.4
21931_3#223,"Scaffold: Velvet + Improvement",6353503,30,211783.43,1377872,965192,3,510726,4,396454,6,253183,8,215649,10,308,30,21,2336292,2329687,6605,2336292,,352780092,351782737,348285840,151,151,36.0,467.2,79.9
21931_3#224,"Scaffold: Velvet + Improvement",6346400,24,264433.33,1610933,856001,3,669845,4,515726,5,396560,6,261708,8,308,24,145,2398554,2392679,5875,2398554,,362181654,361294529,358087874,151,151,36.2,451.8,79.9
21931_3#225,"Scaffold: Velvet + Improvement",6311845,30,210394.83,1857737,535389,3,423847,5,396468,6,261707,8,121214,12,308,30,97,2124342,2117859,6483,2124342,,320775642,319796709,316529470,151,151,35.9,464.2,80.8
21931_3#226,"Scaffold: Velvet + Improvement",6346116,27,235041.33,1610672,701446,3,508740,4,424402,6,265131,7,214870,10,308,27,396,2228746,2221854,6892,2228746,,336540646,335499954,331952808,151,151,35.9,472.4,88.0
21931_3#227,"Scaffold: Velvet + Improvement",6355272,32,198602.25,1138061,701819,4,511472,5,425286,7,396460,8,247034,10,300,32,1,2288734,2282405,6329,2288734,,345598834,344643155,341397796,151,151,36.1,460.3,82.3
21931_3#228,"Scaffold: Velvet + Improvement",6352411,27,235274.48,1138061,699752,4,511289,5,423934,7,348745,8,195669,11,430,27,420,2278124,2272236,5888,2278124,,343996724,343107636,339969138,151,151,36.1,459.6,80.4
21931_3#229,"Scaffold: Velvet + Improvement",6353185,29,219075.34,1138061,535089,4,511243,6,423866,7,268849,9,201162,11,369,29,2,2386568,2380770,5798,2386568,,360371768,359496270,356328002,151,151,36.2,452.2,80.0
21931_3#230,"Scaffold: Velvet + Improvement",6347724,25,253908.96,1610929,1035861,3,511277,4,468102,5,424987,6,261690,8,308,25,0,2193760,2187755,6005,2193760,,331257760,330351005,327193481,151,151,36.1,461.9,84.7
21931_3#231,"Scaffold: Velvet + Improvement",6355316,24,264804.83,1274789,762797,3,699756,4,580783,5,396471,7,243956,9,315,24,542,2311662,2304852,6810,2311662,,349060962,348032652,344612336,151,151,35.9,473.2,78.5
21931_3#232,"Scaffold: Velvet + Improvement",6352121,23,276179.17,1137770,535369,4,470831,6,423915,7,264332,9,201252,12,414,23,1,2012096,2006274,5822,2012096,,303826496,302947374,299979944,151,151,36.0,464.8,77.5
21931_3#233,"Scaffold: Velvet + Improvement",6312377,24,263015.71,1840267,762860,3,518565,4,467858,6,424658,7,243952,9,308,24,0,2078078,2072210,5868,2078078,,313789778,312903710,309876655,151,151,36.0,466.5,79.3
21931_3#234,"Scaffold: Velvet + Improvement",6354291,29,219113.48,1845488,762846,3,510990,4,396348,6,327267,7,243287,10,308,29,23,2320952,2312764,8188,2320952,,350463752,349227364,345618834,151,151,35.9,473.6,79.4
21931_3#235,"Scaffold: Velvet + Improvement",6357594,25,254303.76,1239486,842835,3,805545,4,511730,5,265141,7,257257,9,392,25,320,2411196,2403513,7683,2411196,,364090596,362930463,359052636,151,151,35.8,478.1,81.5
21931_3#236,"Scaffold: Velvet + Improvement",6348265,27,235120.93,1140613,699584,4,510996,5,424710,6,268206,8,217543,11,308,27,1,2420454,2413988,6466,2420454,,365488554,364512188,360911414,151,151,36.0,469.1,78.8
21931_3#237,"Scaffold: Velvet + Improvement",6351126,30,211704.20,1213336,842833,3,699316,4,425171,6,395956,7,122365,10,308,30,386,2459656,2452730,6926,2459656,,371408056,370362230,366559866,151,151,35.9,468.1,79.1
21931_3#238,"Scaffold: Velvet + Improvement",6352055,26,244309.81,1840267,768215,3,507431,4,423791,6,353314,7,248766,9,308,26,31,2520642,2514077,6565,2520642,,380616942,379625627,376157845,151,151,36.2,451.5,83.9
21931_3#239,"Scaffold: Velvet + Improvement",6353248,31,204943.48,965513,699752,4,470598,6,423555,7,265130,9,201252,12,308,31,62,2007998,2001529,6469,2007998,,303207698,302230879,299121166,151,151,35.9,462.9,80.0
21931_3#240,"Scaffold: Velvet + Improvement",6253766,25,250150.64,1344384,699753,4,511277,5,423925,6,261699,8,247040,10,308,25,41,2147254,2140273,6981,2147254,,324235354,323181223,319637455,151,151,35.8,467.1,77.6
21931_3#241,"Scaffold: Velvet + Improvement",6313402,28,225478.64,2090733,734254,3,535389,4,510747,5,424536,6,201252,9,308,28,165,1961610,1955612,5998,1961610,,296203110,295297412,292229721,151,151,35.9,467.8,84.7
21931_3#242,"Scaffold: Velvet + Improvement",6353772,35,181536.34,1137768,535149,4,511085,5,423930,6,261719,8,115575,12,308,35,372,1731204,1724851,6353,1731204,,261411804,260452501,257504305,151,151,35.7,474.6,84.3
21931_3#243,"Scaffold: Velvet + Improvement",6352388,30,211746.27,1137768,842823,4,842823,4,511277,5,261717,7,181113,10,308,30,0,2439046,2431407,7639,2439046,,368295946,367142457,363425044,151,151,35.9,467.9,81.8
21931_3#244,"Scaffold: Velvet + Improvement",6347043,29,218863.55,965704,699389,4,471324,6,423943,7,267462,9,242924,11,308,29,103,2348594,2342587,6007,2348594,,354637694,353730637,350314719,151,151,36.0,461.0,80.0
21931_3#245,"Scaffold: Velvet + Improvement",6355059,27,235372.56,1928423,756128,3,661501,4,424696,5,265156,7,201252,9,308,27,5,2547064,2539819,7245,2547064,,384606664,383512669,379789814,151,151,36.0,462.3,80.0
21931_3#246,"Scaffold: Velvet + Improvement",6351001,35,181457.17,1839792,615740,3,423623,5,396380,6,265130,8,126346,12,308,35,29,2112562,2106447,6115,2112562,,318996862,318073497,314954379,151,151,36.0,460.4,78.7
21931_3#247,"Scaffold: Velvet + Improvement",6203069,30,206768.97,1236451,699752,4,699752,4,425183,6,271210,7,132170,10,312,30,968,1888310,1879864,8446,1888310,,285134810,283859464,280017835,151,151,35.4,509.9,87.7
21931_3#248,"Scaffold: Velvet + Improvement",6353362,28,226905.79,1377831,733146,3,699267,4,517884,5,511031,6,157452,9,308,28,126,2081182,2074421,6761,2081182,,314258482,313237571,309809764,151,151,35.8,473.7,79.8
21931_3#249,"Scaffold: Velvet + Improvement",6312370,30,210412.33,1569153,699267,3,510047,4,423856,6,396217,7,104207,10,308,30,185,1651576,1645250,6326,1651576,,249387976,248432750,245634495,151,151,35.7,477.8,82.3
21931_3#250,"Scaffold: Velvet + Improvement",6311894,29,217651.52,1138128,699752,4,510588,5,396764,7,328790,8,176867,11,308,29,973,1814982,1809089,5893,1814982,,274062282,273172439,270314072,151,151,35.9,468.2,82.6
21931_3#251,"Scaffold: Velvet + Improvement",6313293,29,217699.76,1840675,767944,3,511025,4,424249,6,265141,7,201252,10,308,29,0,2081122,2075013,6109,2081122,,314249422,313326963,310282824,151,151,36.1,454.1,80.7
21931_3#252,"Scaffold: Velvet + Improvement",6351163,30,211705.43,1341474,535404,4,512622,5,423723,6,265557,8,232917,11,369,30,372,1996700,1989126,7574,1996700,,301501700,300358026,296831939,151,151,35.7,460.0,82.2
21931_3#253,"Scaffold: Velvet + Improvement",6197427,22,281701.23,1504335,713341,3,512286,4,510801,5,423750,7,194526,9,308,22,102,2202948,2195161,7787,2202948,,332645148,331469311,327805005,151,151,35.8,474.6,81.9
21931_3#254,"Scaffold: Velvet + Improvement",6345649,29,218815.48,1138061,656265,4,510647,5,401822,7,301156,9,233005,11,327,29,361,1781116,1776128,4988,1781116,,268948516,268195328,265619025,151,151,36.1,453.8,82.4
21931_3#255,"Scaffold: Velvet + Improvement",6200614,30,206687.13,1816856,535385,3,510773,5,470778,6,424196,7,268443,9,312,30,729,1660044,1654330,5714,1660044,,250666644,249803830,247145537,151,151,35.9,472.3,81.2
21931_3#256,"Scaffold: Velvet + Improvement",6347788,34,186699.65,1845089,842256,3,842256,3,423731,5,253624,7,208410,9,308,34,331,1917070,1911410,5660,1917070,,289477570,288622910,285744144,151,151,36.0,465.9,80.1
21931_3#257,"Scaffold: Velvet + Improvement",6312981,37,170621.11,801208,511266,5,424133,7,404395,8,265208,10,137983,13,308,37,542,1796164,1789941,6223,1796164,,271220764,270281091,267665943,151,151,35.9,457.3,81.1
21931_3#258,"Scaffold: Velvet + Improvement",6313988,34,185705.53,1569840,510492,3,424416,5,424089,6,275079,8,203810,11,347,34,948,1692068,1686504,5564,1692068,,255502268,254662104,252000125,151,151,35.9,465.0,81.6
21931_3#259,"Scaffold: Velvet + Improvement",6253672,27,231617.48,1197034,842832,3,698856,4,512018,5,264307,7,201252,10,308,27,391,1980404,1974074,6330,1980404,,299041004,298085174,295346455,151,151,35.6,456.1,78.2
21931_3#260,"Scaffold: Velvet + Improvement",6202250,33,187946.97,1138061,702304,4,515718,5,471324,6,265130,8,141987,11,303,33,105,2198300,2191125,7175,2198300,,331943300,330859875,327727670,151,151,36.0,450.8,78.7
21931_3#261,"Scaffold: Velvet + Improvement",6353416,35,181526.17,1377862,511731,4,509721,5,396696,7,257091,9,201158,11,308,35,56,2018764,2013775,4989,2018764,,304833364,304080025,301446179,151,151,36.2,447.6,78.6
21931_3#262,"Scaffold: Velvet + Improvement",6350749,26,244259.58,1239250,842752,3,702304,4,429562,6,264324,7,201252,10,317,26,387,1908154,1902764,5390,1908154,,288131254,287317364,284492034,151,151,36.0,461.2,80.3
21931_3#263,"Scaffold: Velvet + Improvement",6351801,29,219027.62,1341797,529721,4,515999,5,430858,6,268832,8,265130,10,327,29,295,1706766,1701455,5311,1706766,,257721666,256919705,254351800,151,151,35.9,463.3,74.8
21931_3#264,"Scaffold: Velvet + Improvement",6200419,27,229645.15,1138061,699267,4,511019,5,425110,6,265538,8,231144,11,317,27,0,1920762,1914280,6482,1920762,,290035062,289056280,286088583,151,151,35.8,457.2,77.2
21931_3#265,"Scaffold: Velvet + Improvement",6354193,29,219110.10,1109977,699752,4,600709,5,424424,7,366453,8,242642,10,308,29,386,1783538,1778008,5530,1783538,,269314238,268479208,265698010,151,151,35.9,466.4,81.2
21931_3#266,"Scaffold: Velvet + Improvement",6356763,34,186963.62,1138061,714243,4,511025,5,396960,7,342729,8,195607,11,308,34,530,1843566,1838050,5516,1843566,,278378466,277545550,274691592,151,151,35.9,464.0,80.4
21931_3#267,"Scaffold: Velvet + Improvement",6201807,26,238531.04,1610902,965192,3,965192,3,470841,5,424196,6,252297,8,308,26,1,2033670,2026412,7258,2033670,,307084170,305988212,302574809,151,151,35.7,477.0,78.9
21931_3#268,"Scaffold: Velvet + Improvement",6347309,31,204751.90,1138061,529725,4,424913,6,401810,7,264345,9,201252,12,308,31,12,1871626,1866000,5626,1871626,,282615526,281766000,278958642,151,151,35.9,464.9,77.7
21931_3#269,"Scaffold: Velvet + Improvement",6353429,30,211780.97,1138061,762856,4,511277,5,470538,6,265130,8,181019,11,317,30,71,1920740,1915225,5515,1920740,,290031740,289198975,286463071,151,151,36.1,457.7,78.0
21931_3#270,"Scaffold: Velvet + Improvement",6312873,28,225459.75,2105707,655796,3,511346,4,423747,5,267121,7,201252,10,323,28,1,2057706,2050758,6948,2057706,,310713606,309664458,306387919,151,151,35.8,470.1,79.8
21931_3#271,"Scaffold: Velvet + Improvement",6351593,30,211719.77,1138178,655883,4,511759,5,395930,7,261921,9,157452,12,314,30,781,1719906,1713231,6675,1719906,,259705806,258697881,255496210,151,151,35.4,483.2,80.3
21931_3#272,"Scaffold: Velvet + Improvement",6347169,32,198349.03,1839782,656265,3,511082,4,471822,6,423923,7,161421,10,308,32,70,2123862,2117285,6577,2123862,,320703162,319710035,316406228,151,151,35.9,465.6,80.6
21931_3#273,"Scaffold: Velvet + Improvement",6311312,31,203590.71,1138061,699267,4,511613,5,423550,7,264538,8,201252,11,323,31,308,1839402,1833493,5909,1839402,,277749702,276857443,274172946,151,151,36.0,461.1,79.5
21931_3#274,"Scaffold: Velvet + Improvement",6346130,29,218832.07,1839723,762332,3,511283,4,396296,6,268154,8,242085,10,308,29,407,1871516,1865919,5597,1871516,,282598916,281753769,278916736,151,151,35.9,468.6,79.1
21931_3#275,"Scaffold: Velvet + Improvement",6347324,28,226690.14,1239156,842796,3,699267,4,668804,5,265150,7,184563,10,308,28,0,2016644,2011054,5590,2016644,,304513244,303669154,300824790,151,151,36.1,463.0,80.2
21931_3#276,"Scaffold: Velvet + Improvement",6353566,33,192532.30,844682,511127,5,396697,6,273116,8,261698,10,150993,13,308,33,503,1882278,1876726,5552,1882278,,284223978,283385626,280764348,151,151,36.0,466.1,79.9
21931_3#277,"Scaffold: Velvet + Improvement",6351675,38,167149.34,1192058,577172,4,390560,6,336805,7,187196,10,133624,14,317,38,143,1847226,1841883,5343,1847226,,278931126,278124333,275407663,151,151,35.9,444.0,80.9
21931_3#278,"Scaffold: Velvet + Improvement",6352936,34,186851.06,1140613,699275,4,511019,5,423933,7,265190,8,181019,11,308,34,405,1872244,1866894,5350,1872244,,282708844,281900994,279228152,151,151,36.1,455.4,80.6
21931_3#279,"Scaffold: Velvet + Improvement",6348097,32,198378.03,1142952,535024,4,425165,6,396057,7,244760,10,126371,13,303,32,511,1812626,1807789,4837,1812626,,273706526,272976139,270603870,151,151,36.1,455.1,75.8
21931_3#280,"Scaffold: Velvet + Improvement",6310806,28,225385.93,1846695,530006,3,453666,5,264322,7,232934,9,151090,13,476,28,1216,1540942,1535244,5698,1540942,,232682242,231821844,229563821,151,151,36.0,458.7,83.0
21931_3#281,"Scaffold: Velvet + Improvement",6312779,30,210425.97,1155797,702304,4,674343,5,510981,6,396522,8,261702,9,308,30,526,1717644,1711671,5973,1717644,,259364244,258462321,255987136,151,151,36.0,455.6,79.8
21931_3#282,"Scaffold: Velvet + Improvement",6252692,22,284213.27,1611342,699753,3,513365,4,471081,5,291315,7,242991,9,317,22,117,1754094,1747834,6260,1754094,,264868194,263922934,261185973,151,151,35.9,464.2,85.2
21931_3#283,"Scaffold: Velvet + Improvement",6503640,34,191283.53,725655,518159,6,478620,7,452988,8,270194,10,157860,13,317,34,202,1976698,1970248,6450,1976698,,298481398,297507448,294850732,151,151,36.2,444.3,77.2
21931_3#284,"Scaffold: Velvet + Improvement",6502285,39,166725.26,665404,408698,7,389494,8,268428,10,218007,13,157860,16,303,39,1,1969774,1963097,6677,1969774,,297435874,296427647,293685447,151,151,36.2,448.1,82.0
21931_3#285,"Scaffold: Velvet + Improvement",6504030,42,154857.86,849784,558649,5,509552,6,453062,8,372302,9,201331,12,300,42,196,1874534,1868497,6037,1874534,,283054634,282143047,279391812,151,151,36.1,456.1,81.4
21931_3#286,"Scaffold: Velvet + Improvement",6505781,40,162644.52,808281,417833,6,408888,7,380067,9,262435,11,143924,15,300,40,417,2259582,2253164,6418,2259582,,341196882,340227764,336865396,151,151,35.9,471.9,79.6
21931_3#287,"Scaffold: Velvet + Improvement",6504118,40,162602.95,685549,454020,6,389112,8,364300,9,214157,12,135003,15,362,40,0,2181808,2175117,6691,2181808,,329453008,328442667,324932883,151,151,35.8,476.6,79.7
21931_3#288,"Scaffold: Velvet + Improvement",6502786,41,158604.54,685279,464266,6,408692,7,348387,9,262439,11,179900,14,308,41,40,2452718,2444840,7878,2452718,,370360418,369170840,364767624,151,151,35.7,478.8,82.6
21931_3#289,"Scaffold: Velvet + Improvement",6509838,36,180828.83,672099,453066,6,409023,8,389288,9,223307,12,141310,15,338,36,2,2928832,2920332,8500,2928832,,442253632,440970132,436619020,151,151,36.0,461.9,81.4
21931_3#290,"Scaffold: Velvet + Improvement",6503304,43,151239.63,665770,453062,6,389169,8,263218,10,206776,13,108099,17,373,43,56,2606116,2598744,7372,2606116,,393523516,392410344,388470836,151,151,36.0,467.2,79.6
21931_3#291,"Scaffold: Velvet + Improvement",6505286,43,151285.72,687264,481553,6,453062,7,388871,9,263146,11,141306,14,308,43,507,2392702,2383152,9550,2392702,,361298002,359855952,356004883,151,151,35.9,470.6,83.3
21931_3#292,"Scaffold: Velvet + Improvement",6505533,40,162638.33,923483,479503,5,453062,7,408959,8,213935,11,141306,14,311,40,478,2336962,2330076,6886,2336962,,352881262,351841476,348465420,151,151,36.0,462.4,83.6
21931_3#293,"Scaffold: Velvet + Improvement",6504505,40,162612.62,782092,453079,6,408693,7,353305,9,239645,11,129880,15,317,40,121,2353528,2346096,7432,2353528,,355382728,354260496,350393494,151,151,35.9,475.1,89.7
21931_3#294,"Scaffold: Velvet + Improvement",6503583,42,154847.21,1176910,408507,5,353305,7,237907,10,203191,13,107533,17,300,42,184,1951022,1945683,5339,1951022,,294604322,293798133,290929227,151,151,36.0,467.1,80.7
21931_3#295,"Scaffold: Velvet + Improvement",6503925,40,162598.12,665763,408848,6,351911,8,263146,10,214938,13,112265,17,308,40,88,2298096,2292438,5658,2298096,,347012496,346158138,342944213,151,151,36.2,450.6,81.5
21931_3#296,"Scaffold: Velvet + Improvement",6504293,45,144539.84,1074471,417628,5,354567,7,264516,9,217979,12,129683,16,308,45,485,1994022,1986222,7800,1994022,,301097322,299919522,295912841,151,151,35.5,488.8,93.3
21931_3#297,"Scaffold: Velvet + Improvement",6504694,42,154873.67,682046,453062,6,408878,7,354382,9,263698,11,131139,15,308,42,5,2190434,2183263,7171,2190434,,330755534,329672713,325892533,151,151,35.8,475.5,85.4
21931_3#298,"Scaffold: Velvet + Improvement",6505964,44,147862.82,666122,408668,7,395802,8,353305,10,268991,12,139749,15,308,44,1,2348152,2341766,6386,2348152,,354570952,353606666,350053412,151,151,36.0,466.6,78.9
21931_3#299,"Scaffold: Velvet + Improvement",6487387,37,175334.78,772440,449541,6,408660,7,335401,9,280721,11,141381,14,300,37,353,2174310,2166264,8046,2174310,,328320810,327105864,323262129,151,151,35.7,473.2,90.5
21931_3#300,"Scaffold: Velvet + Improvement",6503852,36,180662.56,746711,453167,6,447861,7,388830,9,263156,11,141923,14,317,36,112,2375956,2369755,6201,2375956,,358769356,357833005,354324361,151,151,36.0,468.5,75.2
21931_3#301,"Scaffold: Velvet + Improvement",6506371,40,162659.27,817383,453256,6,417646,7,389077,9,314626,11,234755,13,308,40,162,2142408,2135720,6688,2142408,,323503608,322493720,318851325,151,151,35.7,487.0,80.5
21931_3#302,"Scaffold: Velvet + Improvement",6504160,38,171162.11,722671,461507,6,453062,7,408870,9,262435,11,135014,14,317,38,344,2256900,2250623,6277,2256900,,340791900,339844073,336335414,151,151,35.9,476.4,80.2
21931_3#303,"Scaffold: Velvet + Improvement",6505141,49,132757.98,670835,460593,6,372131,8,266669,10,249731,12,130143,16,317,49,137,2032140,2025625,6515,2032140,,306853140,305869375,302254023,151,151,35.7,485.5,85.5
21931_3#304,"Scaffold: Velvet + Improvement",6504707,37,175802.89,790989,454325,6,408699,7,353263,9,262435,11,141328,14,308,37,63,2285898,2279360,6538,2285898,,345170598,344183360,340538682,151,151,35.9,468.8,82.2
21931_3#305,"Scaffold: Velvet + Improvement",6506829,54,120496.83,666123,427728,6,389084,8,263365,10,183355,13,111211,17,300,54,315,1869732,1862943,6789,1869732,,282329532,281304393,277661168,151,151,35.5,500.3,81.9
21931_3#306,"Scaffold: Velvet + Improvement",6508493,46,141488.98,666017,454696,6,408877,8,336343,10,244123,12,107900,16,348,46,324,2276054,2269826,6228,2276054,,343684154,342743726,339312461,151,151,36.0,472.4,80.4
21931_3#307,"Scaffold: Velvet + Improvement",6505062,37,175812.49,1323961,564845,4,510302,5,353305,7,234386,9,109696,13,317,37,36,2309768,2302709,7059,2309768,,348774968,347709059,344179926,151,151,36.0,473.1,79.8
21931_3#308,"Scaffold: Velvet + Improvement",6404750,46,139233.70,665741,453062,6,389035,8,350834,9,215177,12,141100,15,300,46,216,2024472,2017669,6803,2024472,,305695272,304668019,301150637,151,151,35.7,475.7,79.1
21931_3#309,"Scaffold: Velvet + Improvement",6476836,39,166072.72,793198,465284,6,453066,7,383030,9,262435,11,161743,14,311,39,556,2129886,2124176,5710,2129886,,321612786,320750576,317517754,151,151,35.9,470.9,75.9
21931_3#310,"Scaffold: Velvet + Improvement",6503154,34,191269.24,1110378,556092,5,510091,6,389011,8,263146,10,148486,13,300,34,34,2394308,2387932,6376,2394308,,361540508,360577732,357047742,151,151,36.1,464.0,82.3
21931_3#311,"Scaffold: Velvet + Improvement",6500445,44,147737.39,665513,452975,6,389670,8,280760,10,241995,12,106376,16,308,44,83,2159798,2154119,5679,2159798,,326129498,325271969,322103429,151,151,36.0,461.8,78.2
21931_3#312,"Scaffold: Velvet + Improvement",6501989,39,166717.67,1528749,510583,4,389256,6,351992,7,207191,10,137359,14,300,39,140,2228152,2222381,5771,2228152,,336450952,335579531,332371431,151,151,36.1,457.8,75.9
21931_3#313,"Scaffold: Velvet + Improvement",6509371,42,154985.02,665614,418243,6,389224,8,263921,10,152284,13,108350,18,308,42,381,2335908,2330230,5678,2335908,,352722108,351864730,348748606,151,151,36.1,458.3,77.2
21931_3#314,"Scaffold: Velvet + Improvement",6502635,39,166734.23,670976,408682,6,350834,8,242354,10,213094,13,141101,17,308,39,89,2356160,2349547,6613,2356160,,355780160,354781597,351046658,151,151,35.8,475.4,78.9
21931_3#315,"Scaffold: Velvet + Improvement",6502727,36,180631.31,836573,637569,5,561031,6,465196,8,453062,9,137278,12,300,36,12,2388058,2381361,6697,2388058,,360596758,359585511,356437850,151,151,36.1,457.8,74.4
21931_3#316,"Scaffold: Velvet + Improvement",6406285,37,173142.84,746402,453062,6,418998,7,387208,9,266669,11,148282,14,317,37,174,2266462,2260200,6262,2266462,,342235762,341290200,337815989,151,151,36.0,471.0,80.0
21931_3#317,"Scaffold: Velvet + Improvement",6505464,41,158669.85,685156,419086,6,389589,8,380631,9,239523,12,146901,15,308,41,494,2064108,2058716,5392,2064108,,311680308,310866116,307942279,151,151,36.0,463.8,76.1
21931_3#318,"Scaffold: Velvet + Improvement",6511010,32,203469.06,679393,510612,6,453070,7,389037,9,262440,11,178925,14,348,32,219,2465574,2459620,5954,2465574,,372301674,371402620,367935926,151,151,36.1,459.9,80.6
21931_3#319,"Scaffold: Velvet + Improvement",6503019,38,171132.08,746696,453062,6,417628,7,351911,9,263146,11,206561,14,308,38,308,2184406,2178696,5710,2184406,,329845306,328983096,325679508,151,151,35.9,473.6,79.1
21931_3#320,"Scaffold: Velvet + Improvement",6506170,43,151306.28,670977,408865,7,389208,8,263146,10,234724,13,178261,16,308,43,34,2093948,2087746,6202,2093948,,316186148,315249646,311665519,151,151,35.8,479.2,86.7
21931_3#321,"Scaffold: Velvet + Improvement",6505421,34,191335.91,1156019,479427,5,389250,7,353142,9,262338,11,163141,14,300,34,27,2206174,2200792,5382,2206174,,333132274,332319592,329243668,151,151,36.1,465.3,73.7
21931_3#322,"Scaffold: Velvet + Improvement",6476327,36,179897.97,787935,556221,5,510612,6,408582,8,350841,9,171544,12,308,36,13,2299722,2294228,5494,2299722,,347258022,346428428,343425805,151,151,36.2,458.2,74.5
21931_3#323,"Scaffold: Velvet + Improvement",6504807,39,166789.92,666123,414105,7,388956,8,348719,10,272274,12,141306,15,308,39,122,2243962,2238232,5730,2243962,,338838262,337973032,334996208,151,151,36.2,458.7,77.3
21931_3#324,"Scaffold: Velvet + Improvement",6504565,43,151268.95,685455,453062,6,416930,7,350861,9,213339,12,135003,15,300,43,118,2218626,2212363,6263,2218626,,335012526,334066813,330743361,151,151,36.0,471.3,79.4
21931_3#325,"Scaffold: Velvet + Improvement",6503445,37,175768.78,1049387,454339,5,408916,7,388968,8,241565,11,137876,14,300,37,424,2059868,2054519,5349,2059868,,311040068,310232369,307367494,151,151,36.1,465.8,76.3
21931_3#326,"Scaffold: Velvet + Improvement",6505622,36,180711.72,772825,453062,6,389395,8,353305,9,244442,12,129880,15,308,36,390,2452092,2446455,5637,2452092,,370265892,369414705,366313901,151,151,36.2,457.2,77.5
21931_3#327,"Scaffold: Velvet + Improvement",6499502,39,166653.90,680325,408726,6,354444,8,353971,9,218452,12,135011,16,308,39,313,2220572,2215114,5458,2220572,,335306372,334482214,331353432,151,151,36.1,465.1,76.9
21931_3#328,"Scaffold: Velvet + Improvement",6503883,47,138380.49,665611,408684,6,303320,8,244917,11,172473,14,108821,19,317,47,28,2010362,2005052,5310,2010362,,303564662,302762852,299512998,151,151,35.8,487.6,77.0
21931_3#329,"Scaffold: Velvet + Improvement",6506073,44,147865.30,665730,479494,6,389369,8,263574,10,241630,12,178866,15,317,44,470,2033250,2027828,5422,2033250,,307020750,306202028,303163036,151,151,36.0,473.2,78.7
21931_3#330,"Scaffold: Velvet + Improvement",6502442,40,162561.05,1074591,585265,5,453062,6,357001,8,353286,9,139749,13,308,40,2,2326736,2320215,6521,2326736,,351337136,350352465,346690561,151,151,35.9,477.9,80.6
